record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
1329,2008-11-03,2008,November,Malabon,Tañong,14.66,120.9565,Very High,0.67,Waist-deep,15,177.1,Typhoon,Ulysses,Signal No. 4,1044,230,445,Malabon National High School,0,2,400230,Bridges,No,19.1,NDRRMC
1330,2018-02-27,2018,February,Malabon,Catmon,14.6596,120.9546,Very High,4.09,House-roof level,146,243.5,Scattered Showers,Ulysses,Signal No. 1,5884,1199,1868,Malabon National High School,0,33,59093752,Roads and Homes,No,10.8,DSWD
1331,2023-05-21,2023,May,Malabon,Hulong Duhat,14.6614,120.9559,High,0.85,Waist-deep,31,66.7,Monsoon Rains,Ondoy,Signal No. 3,1509,338,258,Longos Elementary School,0,5,1127683,Bridges and Roads,No,10.4,LGU Report
1332,2006-09-22,2006,September,Malabon,Acacia,14.6651,120.9571,High,1.77,Neck-deep,37,281.4,Scattered Showers,Kiko,Signal No. 2,3187,582,922,Longos Elementary School,0,4,3883983,Homes,Yes,2.1,PAGASA
1333,2024-03-12,2024,March,Navotas,Bangculasi,14.6625,120.9416,Very High,3.76,House-roof level,120,133.2,Continuous Rain,None (Monsoon),None,3704,786,1164,Navotas Sports Complex,5,21,12659917,Roads and Homes,No,10.6,DSWD
1334,2009-12-15,2009,December,Navotas,Daanghari,14.6592,120.9449,Very High,1.52,Neck-deep,29,74.5,Scattered Showers,Kiko,Signal No. 3,5426,1090,1417,North Bay Blvd Evacuation Center,0,7,4196638,Roads,No,3.4,NDRRMC
1335,2020-06-26,2020,June,Navotas,Navotas East,14.6578,120.9404,Very High,3.56,House-roof level,69,430.1,Typhoon,None (Monsoon),None,4751,915,1945,North Bay Blvd Evacuation Center,0,7,12545483,Homes,Yes,16.8,LGU Report
1336,2022-08-09,2022,August,Navotas,Navotas West,14.6566,120.94,Very High,4.19,House-roof level,62,227.0,Continuous Rain,Ulysses,Signal No. 1,208,57,79,Navotas City Hall Gymnasium,3,18,1287862,Homes,No,20.4,LGU Report
1337,2021-01-24,2021,January,Navotas,North Bay Blvd South,14.6529,120.938,High,0.55,Waist-deep,85,220.9,Heavy Rain,Quedan,Signal No. 4,7033,1428,1998,North Bay Blvd Evacuation Center,0,2,7425120,Roads and Homes,No,10.1,NDRRMC
1338,2016-12-09,2016,December,Valenzuela,Bisig,14.7009,120.9793,Very High,2.6,House-roof level,72,57.0,Continuous Rain,None (Monsoon),None,1795,445,424,Bisig Elementary School,0,4,11540684,Bridges,No,15.2,MMDA
1339,2005-09-14,2005,September,Valenzuela,Lawang Bato,14.7051,120.9758,Very High,3.85,House-roof level,160,299.5,Scattered Showers,Ondoy,Signal No. 3,822,206,310,Lingunan Elementary School,0,7,3700008,Roads,No,1.4,NDRRMC
1340,2001-12-19,2001,December,Valenzuela,Lingunan,14.7085,120.982,High,0.49,Knee-deep,96,62.3,Monsoon Rains,Marce,Signal No. 3,6989,1611,1957,Valenzuela National High School Gym,0,1,6297341,Bridges and Roads,No,20.8,MMDA
1341,2009-11-24,2009,November,Valenzuela,Punturin,14.7124,120.98400000000001,High,1.16,Chest-deep,70,407.8,Heavy Rain,None (Monsoon),None,4299,1019,1018,Lawang Bato Covered Court,0,9,6512011,Roads and Homes,Yes,23.3,DSWD
1342,2018-07-14,2018,July,Valenzuela,Parada,14.6989,120.9797,High,2.96,House-roof level,55,374.9,Typhoon,Queenie,Signal No. 1,7188,1392,1023,Bisig Elementary School,0,11,16861725,Bridges and Roads,No,6.7,DSWD
1343,2007-06-20,2007,June,Marikina,Tumana,14.6568,121.1058,Very High,4.45,House-roof level,139,374.3,Continuous Rain,None (Monsoon),None,5687,1622,1072,Marikina Sports Center,0,5,28050151,Homes,Yes,14.3,DSWD
1344,2015-02-27,2015,February,Marikina,Calumpang,14.6486,121.10319999999999,Very High,1.62,Neck-deep,48,310.7,Continuous Rain,None (Monsoon),None,4259,990,1759,Tumana Elementary School,0,13,15110297,None,Yes,19.6,NDRRMC
1345,2002-08-11,2002,August,Marikina,Concepcion Dos,14.661499999999998,121.1098,Very High,0.73,Waist-deep,21,285.5,Heavy Rain,Nonoy,Signal No. 1,5027,977,833,Calumpang Elementary School,0,0,3108172,Homes,No,2.0,DSWD
1346,2008-01-23,2008,January,Marikina,Industrial Valley,14.6535,121.1126,High,1.99,Neck-deep,12,155.0,Typhoon,Nonoy,Signal No. 4,5292,1470,1284,Marikina Sports Center,0,13,13562095,Bridges and Roads,Yes,3.8,MMDA
1347,2019-04-01,2019,April,Marikina,Nangka,14.6705,121.1088,High,1.7,Neck-deep,50,171.2,Typhoon,Ursula,Signal No. 3,7188,1431,2131,Marikina Sports Center,0,7,7909750,Roads,No,16.5,MMDA
1348,2010-12-20,2010,December,Marikina,Fortune,14.6716,121.1099,High,0.32,Knee-deep,84,229.1,Monsoon Rains,Pepito,Signal No. 1,3744,958,709,Concepcion National High School,0,0,2388962,Bridges,No,24.0,PAGASA
1349,2001-04-16,2001,April,Pasig,Pinagbuhatan,14.560699999999999,121.1035,Very High,3.53,House-roof level,38,326.0,Typhoon,Nonoy,Signal No. 4,3522,808,1386,Bambang Elementary School,0,13,16390399,None,No,1.1,LGU Report
1350,2007-03-30,2007,March,Pasig,Bambang,14.5587,121.0995,Very High,2.34,House-roof level,114,222.9,Monsoon Rains,Ursula,Signal No. 1,1608,415,526,Bambang Elementary School,0,12,2525727,Bridges,Yes,13.4,DSWD
1351,2024-02-14,2024,February,Pasig,Ugong,14.5654,121.0719,High,2.91,House-roof level,6,373.4,Scattered Showers,Ulysses,Signal No. 2,3999,856,576,Pinagbuhatan Covered Court,0,4,15915678,Roads and Homes,No,1.1,MMDA
1352,2024-12-26,2024,December,Pasig,Dela Paz,14.5742,121.08290000000001,High,1.3,Chest-deep,74,417.4,Scattered Showers,None (Monsoon),None,401,74,60,Pasig City Hall Gymnasium,0,12,720245,Homes,No,13.5,MMDA
1353,2003-02-20,2003,February,Pasig,Palatiw,14.563,121.10090000000001,High,2.87,House-roof level,23,397.0,Heavy Rain,Ulysses,Signal No. 4,5035,963,1463,Pasig City Hall Gymnasium,0,13,8363278,Roads,Yes,17.4,MMDA
1354,2011-09-30,2011,September,Quezon City,Batasan Hills,14.6894,121.1139,High,1.03,Chest-deep,96,274.5,Scattered Showers,None (Monsoon),None,5431,1006,650,Payatas Elementary School Covered Court,0,0,9805704,Bridges and Roads,Yes,0.9,NDRRMC
1355,2006-09-22,2006,September,Quezon City,Commonwealth,14.6806,121.1084,High,1.22,Chest-deep,7,300.2,Typhoon,Pepito,Signal No. 1,722,168,160,QC Sports Club,0,5,703324,Bridges,No,14.7,NDRRMC
1356,2000-09-13,2000,September,Quezon City,Payatas,14.7232,121.1173,High,1.34,Chest-deep,11,128.2,Scattered Showers,None (Monsoon),None,311,69,78,Batasan Hills National High School Gym,0,6,751139,Bridges and Roads,No,9.0,LGU Report
1357,2012-12-06,2012,December,Quezon City,Bagong Silangan,14.7021,121.13090000000001,Moderate,1.49,Chest-deep,46,326.2,Scattered Showers,None (Monsoon),None,6827,1295,472,Commonwealth Elementary School,0,6,24332728,Roads and Homes,No,6.5,LGU Report
1358,2024-05-06,2024,May,Quezon City,Novaliches Proper,14.7346,121.0235,Moderate,1.36,Chest-deep,15,199.1,Scattered Showers,Ursula,Signal No. 1,3164,789,340,Payatas Elementary School Covered Court,0,10,5844710,Roads and Homes,No,22.3,DSWD
1359,2008-11-28,2008,November,Manila,Tondo,14.619,120.9667,Very High,3.17,House-roof level,80,346.6,Continuous Rain,Tonyo,Signal No. 4,4350,1062,911,Manila City Hall Gymnasium,0,25,29781745,Roads,No,11.6,DSWD
1360,2021-02-15,2021,February,Manila,Binondo,14.5993,120.9738,High,0.31,Knee-deep,71,359.3,Monsoon Rains,None (Monsoon),None,7581,1901,1622,Binondo Elementary School,0,1,4262569,None,No,23.9,PAGASA
1361,2024-01-09,2024,January,Manila,Pandacan,14.5875,121.005,Very High,0.63,Waist-deep,18,369.9,Monsoon Rains,Ursula,Signal No. 1,6451,1569,2368,Pandacan Elementary School,0,4,4219704,Roads,Yes,11.3,PAGASA
1362,2007-09-22,2007,September,Manila,Sta. Ana,14.5754,121.00789999999999,High,2.78,House-roof level,83,237.0,Continuous Rain,Ursula,Signal No. 4,6413,1785,789,Binondo Elementary School,0,11,32695179,Bridges and Roads,Yes,2.0,MMDA
1363,2015-01-11,2015,January,Manila,San Andres Bukid,14.5806,120.9984,High,1.81,Neck-deep,50,325.7,Scattered Showers,None (Monsoon),None,1100,226,173,Sta. Ana Covered Court,0,17,1370657,Roads,Yes,21.9,DSWD
1364,2011-11-17,2011,November,Caloocan,Bagong Barrio,14.6704,120.98729999999999,High,2.38,House-roof level,93,350.2,Scattered Showers,None (Monsoon),None,5707,1108,1316,Grace Park Elementary School,2,23,31393537,Homes,Yes,7.0,MMDA
1365,2017-12-28,2017,December,Caloocan,Grace Park,14.658299999999999,120.9828,High,1.27,Chest-deep,64,386.2,Heavy Rain,Pepito,Signal No. 3,6893,1497,952,Caloocan City Gymnasium,0,8,10740896,None,No,8.7,PAGASA
1366,2003-08-07,2003,August,Caloocan,Camarin,14.734200000000001,121.0128,Moderate,0.46,Knee-deep,29,300.3,Heavy Rain,Tonyo,Signal No. 1,535,103,67,Camarin Elementary School,0,2,292376,Bridges,No,16.9,LGU Report
1367,2006-02-01,2006,February,Caloocan,Baesa,14.6927,121.0017,High,1.58,Neck-deep,75,149.0,Heavy Rain,Ulysses,Signal No. 2,7123,1614,738,Bagong Barrio Covered Court,0,11,27310292,None,Yes,18.4,PAGASA
1368,2004-07-21,2004,July,Parañaque,BF Homes,14.488,121.0114,Moderate,0.34,Knee-deep,29,254.5,Typhoon,None (Monsoon),None,435,95,39,BF Homes Covered Court,0,1,78125,Bridges and Roads,Yes,2.5,LGU Report
1369,2010-10-15,2010,October,Parañaque,La Huerta,14.4931,120.99910000000001,Moderate,0.13,Knee-deep,17,79.5,Heavy Rain,None (Monsoon),None,7760,1859,808,La Huerta Elementary School,0,1,569943,Bridges and Roads,Yes,22.1,MMDA
1370,2018-10-14,2018,October,Parañaque,Baclaran,14.5226,120.9974,High,1.49,Chest-deep,92,354.2,Scattered Showers,Queenie,Signal No. 1,6784,1763,691,Parañaque National High School,0,5,22242178,Bridges,Yes,3.9,DSWD
1371,2010-11-13,2010,November,Las Piñas,Almanza Dos,14.462000000000002,120.982,Moderate,0.66,Waist-deep,25,120.3,Heavy Rain,None (Monsoon),None,578,152,76,Las Piñas City Hall Gymnasium,0,2,291843,Roads and Homes,No,4.8,DSWD
1372,2002-11-13,2002,November,Las Piñas,Pulang Lupa Dos,14.4686,120.9764,Moderate,0.25,Knee-deep,23,301.5,Scattered Showers,Ulysses,Signal No. 2,2598,519,262,Las Piñas City Hall Gymnasium,0,1,1471679,Roads,Yes,16.6,MMDA
1373,2021-09-13,2021,September,Muntinlupa,Tunasan,14.3898,121.0318,Moderate,0.78,Waist-deep,45,108.8,Monsoon Rains,Tisoy,Signal No. 4,5463,1546,234,Muntinlupa City Hall Gymnasium,0,6,9828319,Roads and Homes,Yes,20.6,DSWD
1374,2005-01-01,2005,January,Muntinlupa,Alabang,14.4254,121.0431,Low,0.43,Knee-deep,3,342.5,Continuous Rain,Quedan,Signal No. 2,5814,1165,201,Muntinlupa City Hall Gymnasium,0,4,3999756,Homes,No,5.6,LGU Report
1375,2019-07-09,2019,July,Taguig,Ususan,14.509400000000001,121.0631,High,2.4,House-roof level,20,255.5,Scattered Showers,Ondoy,Signal No. 4,6531,1730,561,Lower Bicutan Covered Court,0,23,27234283,Bridges,Yes,6.5,PAGASA
1376,2002-04-17,2002,April,Taguig,Pinagsama,14.524099999999999,121.0586,Moderate,0.11,Knee-deep,13,347.0,Monsoon Rains,Kiko,Signal No. 4,248,51,11,Taguig City University Gymnasium,0,0,54274,Roads,Yes,14.5,DSWD
1377,2017-12-06,2017,December,Taguig,Lower Bicutan,14.513300000000001,121.05420000000001,Moderate,0.73,Waist-deep,27,158.9,Continuous Rain,None (Monsoon),None,586,115,34,Lower Bicutan Covered Court,0,6,799815,None,Yes,13.1,MMDA
1378,2010-10-08,2010,October,Malabon,Longos,14.662799999999999,120.9567,Very High,3.66,House-roof level,150,147.4,Continuous Rain,Pepito,Signal No. 4,4336,1187,775,Malabon City Hall Covered Court,3,6,15669305,Bridges and Roads,No,4.3,NDRRMC
1379,2004-06-02,2004,June,Malabon,Panghulo,14.668099999999999,120.9575,Very High,1.44,Chest-deep,152,62.6,Typhoon,Queenie,Signal No. 1,1584,398,409,Malabon National High School,0,1,4441781,Roads,Yes,13.1,NDRRMC
1380,2021-06-25,2021,June,Malabon,Tañong,14.6586,120.9567,Very High,4.46,House-roof level,109,287.0,Typhoon,Nonoy,Signal No. 4,5117,1023,786,Longos Elementary School,1,22,17317267,Roads,No,22.0,LGU Report
1381,2005-02-13,2005,February,Malabon,Catmon,14.660499999999999,120.9537,Very High,2.23,House-roof level,80,367.8,Monsoon Rains,None (Monsoon),None,4792,941,1243,Catmon Covered Court,0,6,15148225,Roads,Yes,15.1,PAGASA
1382,2016-03-24,2016,March,Malabon,Hulong Duhat,14.6616,120.9563,High,1.0,Chest-deep,52,208.2,Typhoon,Ulysses,Signal No. 2,3643,962,776,Panghulo Elementary School,0,7,2391610,Roads,No,18.1,LGU Report
1383,2010-10-15,2010,October,Malabon,Acacia,14.6643,120.9566,High,1.88,Neck-deep,57,381.7,Typhoon,None (Monsoon),None,1072,249,117,Malabon National High School,0,0,2508136,Bridges,No,18.1,NDRRMC
1384,2007-06-10,2007,June,Navotas,Bangculasi,14.6615,120.9422,Very High,3.42,House-roof level,67,432.1,Heavy Rain,None (Monsoon),None,5831,1181,2020,Navotas City Hall Gymnasium,4,24,16986961,Roads,No,22.9,NDRRMC
1385,2003-03-19,2003,March,Navotas,Daanghari,14.6585,120.9451,Very High,3.72,House-roof level,118,300.5,Monsoon Rains,Pepito,Signal No. 3,6582,1606,1178,Bangculasi Elementary School,4,34,48339441,Homes,No,1.1,PAGASA
1386,2017-06-01,2017,June,Navotas,Navotas East,14.657499999999999,120.94109999999999,Very High,1.75,Neck-deep,149,243.2,Heavy Rain,Marce,Signal No. 2,4831,1068,1286,Navotas Sports Complex,0,7,12451780,Roads and Homes,Yes,16.7,NDRRMC
1387,2015-06-15,2015,June,Navotas,Navotas West,14.6549,120.9399,Very High,2.81,House-roof level,58,332.8,Heavy Rain,None (Monsoon),None,6317,1248,2751,Bangculasi Elementary School,1,19,16794152,Roads,No,18.0,MMDA
1388,2004-03-23,2004,March,Navotas,North Bay Blvd South,14.653500000000001,120.9384,High,0.52,Waist-deep,63,241.9,Monsoon Rains,Ondoy,Signal No. 1,1595,418,172,Navotas Sports Complex,0,3,1570092,None,Yes,20.4,LGU Report
1389,2015-01-05,2015,January,Valenzuela,Bisig,14.702,120.9782,Very High,3.21,House-roof level,146,258.3,Scattered Showers,Quedan,Signal No. 4,5220,1009,1924,Valenzuela National High School Gym,0,3,18958763,Roads and Homes,Yes,3.1,DSWD
1390,2018-05-10,2018,May,Valenzuela,Lawang Bato,14.703999999999999,120.9766,Very High,3.66,House-roof level,118,297.9,Heavy Rain,None (Monsoon),None,3115,844,950,Lingunan Elementary School,2,20,14966697,Bridges,Yes,4.5,LGU Report
1391,2016-06-10,2016,June,Valenzuela,Lingunan,14.7086,120.9813,High,2.55,House-roof level,63,215.8,Continuous Rain,Rolly,Signal No. 4,6900,1318,822,Lingunan Elementary School,0,2,28995108,None,Yes,9.7,MMDA
1392,2002-02-14,2002,February,Valenzuela,Punturin,14.712700000000002,120.9832,High,0.61,Waist-deep,32,220.4,Heavy Rain,Queenie,Signal No. 2,5467,1215,1427,Lingunan Elementary School,0,1,7019739,Roads,Yes,2.3,DSWD
1393,2023-08-20,2023,August,Valenzuela,Parada,14.6986,120.9797,High,1.19,Chest-deep,80,325.7,Continuous Rain,None (Monsoon),None,500,139,122,Lingunan Elementary School,0,10,491877,Bridges and Roads,No,12.3,PAGASA
1394,2018-11-21,2018,November,Marikina,Tumana,14.6571,121.1044,Very High,4.12,House-roof level,72,353.4,Continuous Rain,Nonoy,Signal No. 3,5771,1235,1900,Concepcion National High School,0,20,48846278,Homes,Yes,20.1,MMDA
1395,2014-06-22,2014,June,Marikina,Calumpang,14.6484,121.1026,Very High,2.73,House-roof level,29,429.5,Continuous Rain,Nonoy,Signal No. 4,5355,980,1990,Marikina Sports Center,0,22,12802563,Bridges and Roads,No,6.0,DSWD
1396,2011-09-18,2011,September,Marikina,Concepcion Dos,14.6618,121.10910000000001,Very High,1.93,Neck-deep,37,150.7,Continuous Rain,Tonyo,Signal No. 4,6956,1378,1477,Marikina Sports Center,0,0,30736889,Bridges and Roads,No,18.7,DSWD
1397,2002-01-25,2002,January,Marikina,Industrial Valley,14.6528,121.1115,High,2.06,House-roof level,60,365.3,Heavy Rain,Pepito,Signal No. 3,5899,1396,1330,Concepcion National High School,0,19,20788364,Roads and Homes,Yes,8.2,NDRRMC
1398,2018-10-10,2018,October,Marikina,Nangka,14.6698,121.1073,High,1.38,Chest-deep,14,298.7,Heavy Rain,Marce,Signal No. 4,745,189,203,Marikina City Hall Gymnasium,0,11,793868,Homes,Yes,17.1,MMDA
1399,2013-09-16,2013,September,Marikina,Fortune,14.6721,121.1109,High,0.66,Waist-deep,27,158.1,Monsoon Rains,None (Monsoon),None,5494,1056,645,Tumana Elementary School,0,6,7682694,Bridges,Yes,10.7,PAGASA
1400,2000-08-24,2000,August,Pasig,Pinagbuhatan,14.560699999999999,121.10409999999999,Very High,0.88,Waist-deep,151,157.4,Continuous Rain,Kiko,Signal No. 3,1018,247,350,Pasig City Hall Gymnasium,0,2,1689782,Homes,Yes,16.9,PAGASA
1401,2019-09-14,2019,September,Pasig,Bambang,14.5589,121.0983,Very High,2.15,House-roof level,35,312.9,Typhoon,None (Monsoon),None,1166,257,408,Pinagbuhatan Covered Court,2,9,1770122,Bridges and Roads,Yes,21.6,LGU Report
1402,2001-09-29,2001,September,Pasig,Ugong,14.5637,121.072,High,1.16,Chest-deep,87,87.3,Heavy Rain,None (Monsoon),None,1299,313,189,Ugong Elementary School,0,2,1915324,Roads,Yes,15.6,PAGASA
1403,2017-03-12,2017,March,Pasig,Dela Paz,14.5732,121.08250000000001,High,1.16,Chest-deep,40,120.2,Continuous Rain,None (Monsoon),None,1684,359,412,Bambang Elementary School,0,7,2470050,Roads and Homes,Yes,18.7,DSWD
1404,2015-07-25,2015,July,Pasig,Palatiw,14.563,121.10180000000001,High,0.93,Waist-deep,74,383.9,Monsoon Rains,None (Monsoon),None,3343,835,336,Bambang Elementary School,0,9,5762869,Homes,Yes,7.1,MMDA
1405,2013-03-10,2013,March,Quezon City,Batasan Hills,14.6883,121.1143,High,0.31,Knee-deep,60,158.1,Continuous Rain,Rolly,Signal No. 2,5716,1145,680,Commonwealth Elementary School,0,1,2560977,Bridges and Roads,No,10.8,DSWD
1406,2011-05-31,2011,May,Quezon City,Commonwealth,14.680200000000001,121.1084,High,2.28,House-roof level,70,165.2,Typhoon,Ursula,Signal No. 2,3760,890,942,QC Sports Club,0,17,9940494,Homes,Yes,14.1,PAGASA
1407,2007-04-26,2007,April,Quezon City,Payatas,14.7232,121.1175,High,2.93,House-roof level,77,298.6,Heavy Rain,Rolly,Signal No. 4,5390,1185,1502,Batasan Hills National High School Gym,0,19,35490129,Homes,Yes,20.2,LGU Report
1408,2018-02-28,2018,February,Quezon City,Bagong Silangan,14.7011,121.13210000000001,Moderate,0.56,Waist-deep,18,130.6,Scattered Showers,Quedan,Signal No. 3,3951,859,177,Batasan Hills National High School Gym,0,4,3357155,Homes,No,16.2,DSWD
1409,2019-06-14,2019,June,Quezon City,Novaliches Proper,14.7337,121.02289999999999,Moderate,0.7,Waist-deep,39,56.6,Typhoon,None (Monsoon),None,4614,1148,476,Quezon City Reception Area,0,6,5388870,Roads and Homes,Yes,2.4,MMDA
1410,2023-06-27,2023,June,Manila,Tondo,14.6194,120.967,Very High,1.54,Neck-deep,126,193.4,Scattered Showers,Tonyo,Signal No. 1,1040,233,261,Tondo Sports Complex,0,13,3823604,None,No,6.6,MMDA
1411,2009-03-03,2009,March,Manila,Binondo,14.5988,120.97489999999999,High,1.07,Chest-deep,32,224.0,Scattered Showers,Ondoy,Signal No. 3,3214,672,688,Tondo Sports Complex,0,10,4024457,Bridges and Roads,Yes,11.9,PAGASA
1412,2002-01-16,2002,January,Manila,Pandacan,14.5882,121.0037,Very High,1.04,Chest-deep,79,78.8,Monsoon Rains,None (Monsoon),None,7582,1640,1542,Binondo Elementary School,0,2,18128395,Roads,Yes,8.3,MMDA
1413,2024-03-04,2024,March,Manila,Sta. Ana,14.575000000000001,121.0089,High,1.17,Chest-deep,96,200.6,Monsoon Rains,None (Monsoon),None,4218,1097,734,Tondo Sports Complex,0,10,6526835,Homes,Yes,18.3,LGU Report
1414,2002-04-28,2002,April,Manila,San Andres Bukid,14.5821,120.99910000000001,High,2.11,House-roof level,31,338.0,Typhoon,Ulysses,Signal No. 2,2846,722,548,Binondo Elementary School,0,19,7007466,Bridges,Yes,18.3,DSWD
1415,2016-07-18,2016,July,Caloocan,Bagong Barrio,14.6706,120.98759999999999,High,0.7,Waist-deep,96,353.6,Scattered Showers,Queenie,Signal No. 4,4211,925,762,Camarin Elementary School,0,2,1778085,Homes,No,16.5,MMDA
1416,2011-07-31,2011,July,Caloocan,Grace Park,14.6587,120.9834,High,1.39,Chest-deep,82,143.1,Continuous Rain,Tisoy,Signal No. 2,3292,666,804,Grace Park Elementary School,0,5,6312375,None,Yes,11.0,MMDA
1417,2005-07-25,2005,July,Caloocan,Camarin,14.7341,121.0114,Moderate,1.34,Chest-deep,21,404.5,Typhoon,Marce,Signal No. 2,2493,563,333,Grace Park Elementary School,0,6,4640095,Bridges and Roads,No,19.6,PAGASA
1418,2022-03-29,2022,March,Caloocan,Baesa,14.691799999999999,121.00189999999999,High,2.91,House-roof level,53,145.8,Continuous Rain,Kiko,Signal No. 3,5223,1282,731,Baesa National High School,0,23,21573233,Roads,Yes,11.7,LGU Report
1419,2018-11-01,2018,November,Parañaque,BF Homes,14.4874,121.0115,Moderate,0.88,Waist-deep,20,433.3,Heavy Rain,Nonoy,Signal No. 3,404,106,24,La Huerta Elementary School,0,7,427144,Roads and Homes,Yes,15.8,MMDA
1420,2002-08-31,2002,August,Parañaque,La Huerta,14.4927,120.99940000000001,Moderate,0.97,Waist-deep,5,278.4,Scattered Showers,Ondoy,Signal No. 4,6661,1349,225,BF Homes Covered Court,0,5,12611848,None,No,8.6,DSWD
1421,2014-12-17,2014,December,Parañaque,Baclaran,14.5242,120.9981,High,2.07,House-roof level,60,415.5,Continuous Rain,None (Monsoon),None,3193,590,428,BF Homes Covered Court,0,1,11649893,Roads,Yes,6.6,NDRRMC
1422,2003-07-13,2003,July,Las Piñas,Almanza Dos,14.4625,120.9824,Moderate,0.2,Knee-deep,17,316.3,Heavy Rain,None (Monsoon),None,6875,1254,460,Las Piñas City Hall Gymnasium,0,2,2583445,None,No,20.1,NDRRMC
1423,2003-11-22,2003,November,Las Piñas,Pulang Lupa Dos,14.4694,120.9755,Moderate,0.87,Waist-deep,45,434.7,Scattered Showers,None (Monsoon),None,7464,1899,508,Almanza Elementary School,0,6,4240383,Roads and Homes,Yes,12.5,LGU Report
1424,2022-12-05,2022,December,Muntinlupa,Tunasan,14.3879,121.0309,Moderate,0.78,Waist-deep,2,214.6,Typhoon,None (Monsoon),None,2499,503,291,Alabang Covered Court,0,2,3735367,Bridges,No,10.0,DSWD
1425,2016-10-25,2016,October,Muntinlupa,Alabang,14.424999999999999,121.04209999999999,Low,0.06,Knee-deep,11,330.6,Heavy Rain,None (Monsoon),None,5269,1067,66,Alabang Covered Court,0,0,521157,Homes,Yes,7.9,LGU Report
1426,2010-11-08,2010,November,Taguig,Ususan,14.5084,121.0635,High,1.98,Neck-deep,60,71.9,Typhoon,Ulysses,Signal No. 4,1631,448,458,Taguig City University Gymnasium,0,9,4528024,Roads,No,11.2,DSWD
1427,2015-03-26,2015,March,Taguig,Pinagsama,14.524,121.0589,Moderate,0.33,Knee-deep,31,51.1,Heavy Rain,Rolly,Signal No. 3,2651,514,354,Taguig City University Gymnasium,0,1,2040670,None,Yes,20.2,NDRRMC
1428,2024-02-06,2024,February,Taguig,Lower Bicutan,14.5126,121.0539,Moderate,1.38,Chest-deep,45,174.0,Typhoon,None (Monsoon),None,5931,1375,715,Pinagsama Covered Court,0,4,5655879,Homes,Yes,12.4,MMDA
1429,2000-05-21,2000,May,Malabon,Longos,14.6634,120.9577,Very High,1.07,Chest-deep,143,438.2,Monsoon Rains,None (Monsoon),None,3262,615,680,Malabon City Hall Covered Court,0,5,3211373,Bridges and Roads,No,15.5,NDRRMC
1430,2021-12-07,2021,December,Malabon,Panghulo,14.6686,120.9588,Very High,2.7,House-roof level,95,73.2,Continuous Rain,Rolly,Signal No. 1,3015,589,1245,Malabon National High School,0,25,12517308,Roads and Homes,No,8.6,DSWD
1431,2007-12-23,2007,December,Malabon,Tañong,14.659600000000001,120.9568,Very High,1.36,Chest-deep,64,174.4,Monsoon Rains,None (Monsoon),None,7920,1694,3216,Malabon City Hall Covered Court,0,8,24591265,Bridges,Yes,19.7,LGU Report
1432,2008-06-24,2008,June,Malabon,Catmon,14.6611,120.95519999999999,Very High,1.54,Neck-deep,167,91.1,Scattered Showers,None (Monsoon),None,6888,1292,1390,Malabon National High School,0,7,26053658,None,Yes,4.6,DSWD
1433,2014-02-07,2014,February,Malabon,Hulong Duhat,14.6608,120.9549,High,0.72,Waist-deep,30,339.5,Scattered Showers,Queenie,Signal No. 1,2618,712,261,Catmon Covered Court,0,5,1680544,Bridges,Yes,5.0,PAGASA
1434,2013-04-25,2013,April,Malabon,Acacia,14.6639,120.9566,High,0.33,Knee-deep,62,407.5,Typhoon,None (Monsoon),None,4564,926,453,Catmon Covered Court,0,2,2752114,None,No,6.1,PAGASA
1435,2014-08-08,2014,August,Navotas,Bangculasi,14.6621,120.9426,Very High,4.45,House-roof level,89,123.5,Monsoon Rains,Pepito,Signal No. 4,1180,236,454,Tangos National High School,2,3,7004582,None,Yes,1.0,NDRRMC
1436,2017-02-25,2017,February,Navotas,Daanghari,14.6583,120.9444,Very High,4.43,House-roof level,109,408.1,Monsoon Rains,None (Monsoon),None,5852,1655,1959,Bangculasi Elementary School,3,8,54444360,Roads and Homes,Yes,4.1,NDRRMC
1437,2022-05-24,2022,May,Navotas,Navotas East,14.6579,120.9412,Very High,1.92,Neck-deep,114,297.3,Continuous Rain,None (Monsoon),None,1596,374,550,Navotas Sports Complex,0,8,4575454,None,Yes,0.8,DSWD
1438,2010-05-02,2010,May,Navotas,Navotas West,14.656099999999999,120.9399,Very High,1.06,Chest-deep,102,300.9,Continuous Rain,Queenie,Signal No. 2,4232,1123,799,Navotas Sports Complex,0,0,10857389,Homes,No,15.0,MMDA
1439,2011-05-25,2011,May,Navotas,North Bay Blvd South,14.6539,120.9383,High,2.47,House-roof level,77,189.9,Scattered Showers,Pepito,Signal No. 1,3993,1053,1144,Tangos National High School,0,20,5386381,Bridges and Roads,No,0.9,LGU Report
1440,2001-12-20,2001,December,Valenzuela,Bisig,14.7013,120.9786,Very High,1.65,Neck-deep,19,154.9,Typhoon,Tonyo,Signal No. 3,1621,313,627,Lawang Bato Covered Court,0,12,5042196,None,Yes,6.5,NDRRMC
